Observation,TermDays,strm,Headcount,HeadcountDiff,DummyData,SCH,SCHDiff
761,-2,1178,37421,884,0,439359.5,9000
762,-1,1178,37635,214,0,441229.5,1870
763,1,1178,37915,280,0,444447.5,3218
764,-125,1188,17562,0,0,203475.5,0
765,-124,1188,17740,178,0,205678.5,2203
766,-123,1188,17896,156,0,207807.5,2129
767,-122,1188,18060,164,0,209559.5,1752
768,-121,1188,18175,115,0,210963.5,1404
769,-120,1188,18281,106,0,212197.5,1234
770,-118,1188,18452,171,0,214052.5,1855
771,-117,1188,18599,147,0,215871.5,1819
772,-116,1188,18747,148,0,217566.5,1695
773,-115,1188,18915,168,0,219470.5,1904
774,-114,1188,19437,522,0,225104.5,5634
775,-113,1188,19564,127,0,226501.5,1397
776,-111,1188,19727,163,0,228371.5,1870
777,-110,1188,19901,174,0,230295.5,1924
778,-109,1188,20069,168,0,232347.5,2052
779,-108,1188,20226,157,0,234150.5,1803
780,-107,1188,20354,128,0,235529.5,1379
781,-106,1188,20458,104,0,236686.5,1157
782,-104,1188,20625,167,0,238688.5,2002
783,-103,1188,20813,188,0,241352.5,2664
784,-102,1188,20979,166,0,243569.5,2217
785,-101,1188,21079,100,0,244974.5,1405
786,-100,1188,21163,84,0,245932.5,958
787,-99,1188,21350,187,0,248478.5,2546
788,-97,1188,21466,116,0,249676.5,1198
789,-96,1188,21568,102,0,250942.5,1266
790,-95,1188,21674,106,0,252072.5,1130
791,-94,1188,21749,75,0,252990.5,918
792,-93,1188,21830,81,0,253928.5,938
793,-92,1188,21876,46,0,254499.5,571
794,-90,1188,21910,34,0,254856.5,357
795,-89,1188,22000,90,0,255879.5,1023
796,-88,1188,22088,88,0,256938.5,1059
797,-87,1188,22177,89,0,257913.5,975
798,-86,1188,22625,448,0,262994.5,5081
799,-85,1188,22715,90,0,263992.5,998
800,-83,1188,22848,133,0,265479.5,1487
801,-82,1188,22947,99,0,266604.5,1125
802,-81,1188,23032,85,0,267432.5,828
803,-80,1188,23117,85,0,268321.5,889
804,-79,1188,23200,83,0,269362.5,1041
805,-78,1188,23255,55,0,269883.5,521
806,-76,1188,23340,85,0,270678.5,795
807,-75,1188,23437,97,0,271695.5,1017
808,-74,1188,23564,127,0,273027.5,1332
809,-73,1188,24137,573,0,281299.5,8272
810,,1188,24462,325,1,285645,4345.5
811,-71,1188,24787,325,0,289991,4346
812,-69,1188,24860,73,0,290135,144
813,-68,1188,24944,84,0,291160,1025
814,-67,1188,25548,604,0,299539,8379
815,-66,1188,25632,84,0,300663,1124
816,-65,1188,25712,80,0,301901,1238
817,-64,1188,26304,592,0,310049,8148
818,-62,1188,26405,101,0,311213,1164
819,-61,1188,26497,92,0,312278,1065
820,-60,1188,26564,67,0,313070,792
821,-59,1188,27139,575,0,320554,7484
822,-58,1188,27649,510,0,326227,5673
823,-57,1188,27760,111,0,327481,1254
824,-55,1188,27902,142,0,329117,1636
825,-54,1188,28004,102,0,330342,1225
826,-53,1188,28043,39,0,330777,435
827,-52,1188,28142,99,0,331817,1040
828,-51,1188,28221,79,0,332717,900
829,-50,1188,28306,85,0,333657,940
830,-48,1188,28450,144,0,335132,1475
831,-47,1188,28590,140,0,336547,1415
832,-46,1188,28942,352,0,341494,4947
833,-45,1188,29100,158,0,343109,1615
834,-44,1188,29491,391,0,348152,5043
835,-43,1188,29593,102,0,349277,1125
836,-41,1188,29752,159,0,351080,1803
837,-40,1188,30061,309,0,354983.5,3903.5
838,-39,1188,30217,156,0,356863.5,1880
839,-38,1188,30341,124,0,358375.5,1512
840,-37,1188,30940,599,0,365060.5,6685
841,-36,1188,31073,133,0,366376.5,1316
842,-34,1188,31237,164,0,368165.5,1789
843,-33,1188,31535,298,0,371958.5,3793
844,-32,1188,31704,169,0,373657.5,1699
845,-31,1188,32028,324,0,377792.5,4135
846,,1188,32277,249,1,380631,2838.5
847,-29,1188,32526,249,0,383468.5,2837.5
848,-27,1188,32737,211,0,385515,2046.5
849,-26,1188,32931,194,0,387481,1966
850,-25,1188,33129,198,0,389637,2156
851,-24,1188,33295,166,0,391355,1718
852,-23,1188,33644,349,0,395053,3698
853,-22,1188,33751,107,0,396114,1061
854,-20,1188,33953,202,0,398057,1943
855,-19,1188,34255,302,0,401673,3616
856,-18,1188,34639,384,0,405786.5,4113.5
857,-17,1188,34805,166,0,407603.5,1817
858,-16,1188,34941,136,0,408882.5,1279
859,-15,1188,35292,351,0,412388.5,3506
860,-13,1188,35509,217,0,414725.5,2337
861,-12,1188,35925,416,0,419095,4369.5
862,-11,1188,36000,75,0,420298,1203
863,-10,1188,36183,183,0,422322,2024
864,-9,1188,36529,346,0,426120,3798
865,-8,1188,36703,174,0,427653,1533
866,-6,1188,36398,-305,0,426603,-1050
867,-5,1188,36937,539,0,431941,5338
868,-4,1188,37286,349,0,435588,3647
869,-3,1188,37098,-188,0,434440,-1148
870,-2,1188,37578,480,0,439879,5439
871,-1,1188,37774,196,0,441786,1907
872,1,1188,38012,238,0,444379,2593
873,-125,1198,17982,201,0,207421,0
874,-124,1198,18208,226,0,209965,2544
875,-123,1198,18371,163,0,211767,1802
876,-122,1198,18559,188,0,213823,2056
877,-121,1198,18662,103,0,215068,1245
878,-120,1198,18767,105,0,216199,1131
879,-118,1198,18946,179,0,218433,2234
880,-117,1198,19098,152,0,220230,1797
881,-116,1198,19245,147,0,221870,1640
882,-115,1198,19411,166,0,223819,1949
883,-114,1198,19869,458,0,228965,5146
884,-113,1198,19994,125,0,230518,1553
885,-111,1198,20166,172,0,232356,1838
886,-110,1198,20349,183,0,234183,1827
887,-109,1198,20512,163,0,235977,1794
888,-108,1198,20650,138,0,237609,1632
889,-107,1198,20744,94,0,238575,966
890,-106,1198,20857,113,0,239615,1040
891,-104,1198,21069,212,0,242128,2513
892,-103,1198,21205,136,0,244022,1894
893,-102,1198,21352,147,0,245625,1603
894,-101,1198,21456,104,0,246937,1312
895,-100,1198,21738,282,0,250126,3189
896,-99,1198,21837,99,0,251115,989
897,-97,1198,21963,126,0,252470,1355
898,-96,1198,22069,106,0,253877,1407
899,-95,1198,22214,145,0,255196,1319
900,-94,1198,22290,76,0,256026,830
901,-93,1198,22369,79,1,256803,777
902,-92,1198,22449,80,1,257581,778
903,-90,1198,22528,79,0,258358,777
904,-89,1198,22571,43,0,258893,535
905,-88,1198,22651,80,0,259829,936
906,-87,1198,22727,76,0,260674,845
907,-86,1198,23183,456,0,265862,5188
908,-85,1198,23269,86,0,266750,888
909,-83,1198,23380,111,0,268066,1316
910,-82,1198,23468,88,0,269105,1039
911,-81,,,,0,,
912,-80,,,,0,,
913,-79,,,,0,,
914,-78,,,,0,,
915,-76,,,,0,,
916,-75,,,,0,,
917,-74,,,,0,,
918,-73,,,,0,,
919,-72,,,,0,,
920,-71,,,,0,,
921,-69,,,,0,,
922,-68,,,,0,,
923,-67,,,,0,,
924,-66,,,,0,,
925,-65,,,,0,,
926,-64,,,,0,,
927,-62,,,,0,,
928,-61,,,,0,,
929,-60,,,,0,,
930,-59,,,,0,,
931,-58,,,,0,,
932,-57,,,,0,,
933,-55,,,,0,,
934,-54,,,,0,,
935,-53,,,,0,,
936,-52,,,,0,,
937,-51,,,,0,,
938,-50,,,,0,,
939,-48,,,,0,,
940,-47,,,,0,,
941,-46,,,,0,,
942,-45,,,,0,,
943,-44,,,,0,,
944,-43,,,,0,,
945,-41,,,,0,,
946,-40,,,,0,,
947,-39,,,,0,,
948,-38,,,,0,,
949,-37,,,,0,,
950,-36,,,,0,,
951,-34,,,,0,,
952,-33,,,,0,,
953,-32,,,,0,,
954,-31,,,,0,,
955,-30,,,,0,,
956,-29,,,,0,,
957,-27,,,,0,,
958,-26,,,,0,,
959,-25,,,,0,,
960,-24,,,,0,,
961,-23,,,,0,,
962,-22,,,,0,,
963,-20,,,,0,,
964,-19,,,,0,,
965,-18,,,,0,,
966,-17,,,,0,,
967,-16,,,,0,,
968,-15,,,,0,,
969,-13,,,,0,,
970,-12,,,,0,,
971,-11,,,,0,,
972,-10,,,,0,,
973,-9,,,,0,,
974,-8,,,,0,,
975,-6,,,,0,,
976,-5,,,,0,,
977,-4,,,,0,,
978,-3,,,,0,,
979,-2,,,,0,,
980,-1,,,,0,,
981,1,,,,0,,
